vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_5820	nD	nD	nD	nD	0.0168 +/-0.0202	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5821	nD	nD	nD	nD	0.0616 +/-0.0822	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5822	nD	nD	nD	nD	0.0127 +/-0.0092	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5823	nD	nD	nD	nD	0.0336 +/-0.0329	0.0993 +/-0.0959	0.0086 +/-0.0024	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.028 +/-0.0353	nD	nD	nD	nD	4
vOTU_5824	nD	nD	nD	nD	nD	nD	0.6123 +/-0.6482	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0528 +/-0.0912	2
vOTU_5825	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0089 +/-0.0053	nD	0.0626 +/-0.0527	0.0155 +/-0.0119	3
vOTU_5826	nD	nD	nD	nD	nD	nD	0.0147 +/-0.0096	nD	nD	nD	0.0299 +/-0.0211	nD	nD	0.0044 +/-0	nD	nD	nD	nD	nD	nD	nD	3
vOTU_5827	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0177 +/-0.0164	nD	nD	nD	0.644 +/-0.9763	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5828	nD	nD	nD	nD	nD	nD	0.0118 +/-0.0066	nD	nD	0.0183 +/-0.0298	nD	nD	nD	nD	0.0014 +/-0	nD	nD	nD	0.0101 +/-0.0073	nD	nD	4
vOTU_5829	nD	nD	nD	nD	nD	nD	0.2642 +/-0.2375	0.0559 +/-0.0287	0.0362 +/-0.0281	0.1339 +/-0.139	nD	nD	nD	nD	0.0015 +/-0	0.0075 +/-0.0043	nD	nD	nD	0.0316 +/-0.0331	0.035 +/-0.023	8
vOTU_5830	nD	nD	nD	nD	nD	nD	nD	nD	0.035 +/-0.0274	0.021 +/-0.0072	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0039 +/-0	nD	3
vOTU_5831	nD	nD	nD	nD	nD	nD	0.1035 +/-0.104	nD	nD	nD	nD	nD	nD	0.0328 +/-0.0372	nD	nD	nD	nD	0.007 +/-0	nD	nD	3
vOTU_5832	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.013 +/-0.0117	nD	nD	nD	nD	nD	nD	1
vOTU_5833	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1367 +/-0.1052	nD	nD	nD	nD	nD	nD	1
vOTU_5834	nD	nD	nD	nD	nD	nD	0.0238 +/-0.0129	0.0083 +/-0.0015	nD	nD	nD	nD	nD	nD	0.006 +/-0.005	nD	nD	nD	nD	nD	nD	3
vOTU_5835	nD	nD	nD	nD	nD	0.0039 +/-0.0025	nD	nD	nD	0.0127 +/-0.0038	nD	nD	nD	nD	nD	nD	0.4708 +/-0.9294	nD	nD	nD	nD	3
vOTU_5836	nD	nD	nD	nD	0.1258 +/-0.118	0.0043 +/-0.0014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5837	nD	nD	nD	nD	nD	0.0046 +/-0.0037	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5838	nD	nD	nD	nD	nD	0.0298 +/-0.0243	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5839	nD	nD	nD	nD	nD	0.0712 +/-0.0745	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5840	nD	nD	nD	nD	nD	0.0054 +/-0.0029	nD	0.0154 +/-0.0023	nD	0.0277 +/-0.0135	0.0089 +/-0.0064	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_5841	nD	nD	nD	nD	0.0062 +/-0	nD	0.0187 +/-0.0201	0.027 +/-0.027	0.0044 +/-0	0.021 +/-0.015	0.0089 +/-0.0034	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	6
vOTU_5842	nD	nD	nD	nD	nD	8e-04 +/-0	0.0587 +/-0.0388	nD	0.0206 +/-0	nD	nD	nD	nD	nD	nD	nD	0.008 +/-0	nD	nD	0.0012 +/-0	nD	5
vOTU_5843	nD	nD	nD	nD	nD	nD	0.1105 +/-0.0786	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5844	nD	nD	nD	nD	0.0041 +/-0	nD	0.0164 +/-0.0112	nD	0.0065 +/-0.0024	0.0067 +/-0.0021	0.0063 +/-0.0029	nD	nD	0.0115 +/-0.0073	nD	nD	nD	nD	0.0073 +/-0.004	nD	0.0013 +/-0	8
vOTU_5845	nD	nD	nD	nD	nD	nD	0.3312 +/-0.4889	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3845 +/-0.4886	nD	nD	2
vOTU_5846	nD	nD	nD	nD	nD	0.0051 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.055 +/-0.0832	nD	nD	2
vOTU_5847	nD	nD	nD	nD	nD	0.0024 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5848	nD	nD	nD	nD	nD	nD	nD	0.0141 +/-0.0081	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5849	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1786 +/-0.2205	nD	nD	1
vOTU_5850	0.0445 +/-0.0334	0.0048 +/-1e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0044 +/-9e-04	nD	0.0046 +/-0.0041	nD	nD	nD	0.0273 +/-0.034	8e-04 +/-0	nD	6
vOTU_5851	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0071 +/-0	nD	nD	0.7072 +/-0	nD	nD	nD	nD	nD	nD	2
vOTU_5852	nD	nD	nD	nD	0.0104 +/-0.0077	nD	nD	nD	nD	nD	0.0076 +/-0.0013	nD	nD	nD	nD	nD	nD	nD	0.004 +/-0.0022	nD	nD	3
vOTU_5853	0.0237 +/-0.0132	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0028 +/-0.0019	nD	nD	nD	0.0162 +/-0.0201	9e-04 +/-0	nD	4
vOTU_5854	nD	nD	nD	nD	nD	nD	nD	nD	0.0292 +/-0.0231	0.0053 +/-0.0047	0.0466 +/-0.0707	nD	nD	0.1005 +/-0.1144	nD	0.0036 +/-1e-04	nD	nD	nD	0.0051 +/-0.0025	0.0013 +/-0	7
vOTU_5855	nD	0.0047 +/-0	nD	0.0162 +/-0	nD	nD	nD	nD	nD	0.0896 +/-0.0665	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_5856	nD	nD	nD	nD	0.0126 +/-0.009	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0089	2
vOTU_5857	nD	nD	nD	nD	0.012 +/-0.007	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0127 +/-0.0056	2
vOTU_5858	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1818 +/-0.1713	nD	nD	nD	nD	nD	nD	0.0528 +/-0.0472	2
vOTU_5859	0.0134 +/-0.0076	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0313 +/-0.0197	nD	nD	nD	0.0063 +/-0.0085	nD	nD	nD	nD	0.011 +/-0.0079	4
vOTU_5860	nD	nD	nD	nD	nD	nD	nD	nD	0.0303 +/-0.0137	nD	nD	nD	nD	0.1126 +/-0.0257	nD	nD	nD	nD	nD	0.0218 +/-0.007	0.0471 +/-0.0539	4
vOTU_5861	nD	nD	nD	nD	0.0327 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5862	nD	nD	nD	nD	nD	0.0054 +/-0.0033	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5863	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0028 +/-0.0023	nD	nD	nD	0.0161 +/-0.0144	0.0013 +/-0	nD	3
vOTU_5864	nD	nD	nD	nD	nD	nD	nD	0.0509 +/-0.0709	nD	nD	nD	nD	nD	nD	0.0095 +/-0.012	nD	nD	nD	nD	nD	nD	2
vOTU_5865	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.007 +/-0.0018	nD	nD	1
vOTU_5866	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0172 +/-0	nD	nD	0.0019 +/-0	nD	nD	nD	2
vOTU_5868	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.003 +/-1e-04	0.0022 +/-6e-04	nD	nD	nD	nD	nD	2
vOTU_5869	nD	nD	0.0794 +/-0.0467	nD	nD	nD	0.046 +/-0.0265	nD	0.2064 +/-0	nD	nD	nD	nD	0.0031 +/-0	nD	nD	nD	nD	nD	nD	nD	4
vOTU_5870	nD	0.0103 +/-0	nD	nD	nD	0.0017 +/-3e-04	nD	0.0099 +/-0.0056	nD	nD	0.0097 +/-0.0057	nD	0.0022 +/-0	nD	nD	nD	nD	nD	0.0175 +/-0	nD	nD	6
vOTU_5871	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0017 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_5872	0.0178 +/-0.0057	nD	nD	nD	nD	nD	nD	nD	nD	0.1434 +/-0.1074	nD	nD	0.0027 +/-0	nD	nD	nD	nD	nD	0.0199 +/-0.0244	nD	nD	4
vOTU_5873	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0156 +/-0.0069	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5874	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0048	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0221 +/-0	nD	2
vOTU_5875	nD	nD	nD	nD	nD	nD	nD	0.0321 +/-0.0218	0.0487 +/-0.0623	nD	nD	nD	nD	nD	nD	0.0056 +/-0.0021	nD	nD	0.0195 +/-0.0149	nD	nD	4
vOTU_5876	nD	nD	nD	nD	nD	nD	nD	0.0211 +/-0.0214	0.0474 +/-0.0652	nD	nD	nD	nD	nD	nD	0.0082 +/-0.0034	nD	nD	0.0172 +/-0.0147	nD	nD	4
vOTU_5877	nD	nD	nD	nD	0.0639 +/-0.0737	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0065 +/-0	0.091 +/-0.0464	nD	nD	0.0156 +/-0.0237	nD	0.0146 +/-0.0127	5
vOTU_5878	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.1714 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5879	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0144 +/-0	nD	nD	1
vOTU_5880	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0884 +/-0.0721	nD	nD	1
vOTU_5881	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0012 +/-0	nD	nD	nD	0.0458 +/-0	0.0011 +/-0	nD	3
vOTU_5882	0.0231 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5883	nD	nD	0.0624 +/-0.0017	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5884	nD	nD	0.4345 +/-0.1901	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0	nD	nD	nD	nD	0.0032 +/-0	nD	0.0043 +/-0	0.0024 +/-3e-04	nD	0.0098 +/-0.0042	6
vOTU_5885	0.0245 +/-0.0182	nD	0.3402 +/-0.6534	0.0014 +/-0	0.0171 +/-0.0179	0.0088 +/-0.005	0.0275 +/-0.0295	nD	0.0047 +/-0	0.0128 +/-0.013	0.0049 +/-8e-04	0.0843 +/-0.0898	nD	0.0084 +/-0.007	nD	0.0207 +/-0	nD	0.0374 +/-0.0535	0.0252 +/-7e-04	nD	0.0333 +/-0.0492	15
vOTU_5886	nD	nD	0.0229 +/-0.0258	nD	nD	nD	0.003 +/-0	nD	nD	nD	nD	0.0289 +/-0.0205	nD	nD	0.1325 +/-0	nD	nD	nD	nD	nD	nD	4
vOTU_5887	nD	0.1639 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2497 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5888	nD	0.016 +/-0.0113	nD	nD	nD	nD	0.0241 +/-0.0029	nD	nD	nD	0.0042 +/-0	0.0287 +/-0.0183	nD	0.0472 +/-0.0108	nD	nD	nD	nD	nD	nD	nD	5
vOTU_5889	nD	nD	nD	nD	nD	nD	nD	0.0201 +/-0.0293	nD	nD	nD	nD	nD	nD	0.0153 +/-0.0141	0.0267 +/-0.0126	0.0013 +/-0	nD	0.003 +/-0	0.0111 +/-0.0024	nD	6
vOTU_5890	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0355 +/-0	0.0189 +/-0.0243	nD	2
vOTU_5891	nD	nD	nD	nD	nD	nD	nD	nD	0.0337 +/-0	0.0109 +/-0.0096	nD	nD	nD	nD	0.0032 +/-0.002	nD	nD	nD	nD	nD	nD	3
vOTU_5892	nD	nD	nD	nD	nD	nD	nD	nD	0.0108 +/-0.0054	0.0073 +/-0.0029	nD	nD	0.0132 +/-0.0094	nD	nD	nD	nD	nD	0.0577 +/-0.0649	nD	0.0017 +/-0	5
vOTU_5893	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0097 +/-0.0081	nD	nD	nD	nD	1
vOTU_5894	nD	nD	nD	nD	0.2838 +/-0.4184	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5895	nD	nD	nD	nD	0.0166 +/-0.0202	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5896	nD	nD	nD	nD	0.0308 +/-0.0366	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5897	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0415 +/-0.0455	0.0341 +/-0	nD	nD	nD	0.0041 +/-0.0032	nD	nD	nD	nD	0.0027 +/-0.0025	0.0216 +/-0.0224	5
vOTU_5898	nD	0.0017 +/-0	nD	nD	nD	nD	nD	nD	0.0127 +/-0.013	nD	nD	nD	nD	0.0464 +/-0.0339	nD	nD	nD	nD	nD	nD	0.0204 +/-0.0272	4
vOTU_5899	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.7429 +/-0.8143	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5900	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	36.7181 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5901	nD	nD	nD	nD	nD	nD	nD	nD	0.056 +/-0.0491	0.0175 +/-0.0123	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0047 +/-0	nD	3
vOTU_5902	nD	0.0087 +/-9e-04	0.0065 +/-1e-04	nD	nD	nD	0.1024 +/-0	nD	0.2319 +/-0.3614	0.0145 +/-0.0172	nD	nD	nD	0.4033 +/-0.5476	0.0066 +/-0.0057	nD	nD	nD	0.0071 +/-0	nD	0.0014 +/-0	9
vOTU_5903	nD	nD	nD	nD	nD	0.0011 +/-2e-04	nD	nD	0.0093 +/-0.0035	nD	nD	nD	nD	0.0185 +/-0.0114	nD	nD	nD	nD	0.0046 +/-0.0019	0.0043 +/-0.0038	nD	5
vOTU_5904	nD	nD	nD	nD	nD	nD	nD	0.0036 +/-0.0015	nD	nD	nD	nD	nD	nD	0.0133 +/-0.0164	nD	nD	nD	nD	0.0057 +/-0	nD	3
vOTU_5905	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0031 +/-0.0023	0.0109 +/-0	nD	nD	nD	nD	nD	2
vOTU_5906	nD	nD	nD	nD	nD	nD	0.0034 +/-8e-04	nD	nD	nD	nD	0.0095 +/-0.0062	nD	nD	0.1579 +/-0.2192	nD	nD	nD	nD	nD	nD	3
vOTU_5907	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0017 +/-0.0015	nD	nD	nD	nD	nD	nD	1
vOTU_5908	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0068	nD	nD	nD	nD	nD	nD	1
vOTU_5909	nD	nD	nD	nD	nD	1.2878 +/-1.98	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5910	nD	nD	nD	nD	nD	0.0052 +/-0.0022	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5911	nD	nD	nD	nD	nD	0.0267 +/-0.041	nD	nD	0.0899 +/-0	0.0147 +/-0.0115	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_5912	0.0773 +/-0	nD	nD	nD	nD	0.0103 +/-0.0085	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5913	nD	nD	nD	nD	nD	1.6502 +/-2.0972	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5914	nD	nD	nD	nD	nD	0.0249 +/-0.0114	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5915	nD	nD	nD	nD	0.0234 +/-0.0197	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0117 +/-0.0047	nD	nD	nD	nD	nD	2
vOTU_5916	nD	nD	nD	nD	nD	nD	0.0109 +/-0.006	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0029 +/-0	nD	nD	nD	2
vOTU_5917	nD	nD	nD	nD	nD	nD	nD	0.0623 +/-0.0706	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0129 +/-0.0096	0.3783 +/-0.4848	nD	3
vOTU_5918	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4439 +/-0.5302	nD	nD	nD	nD	nD	1.7242 +/-2.2672	0.0392 +/-0.0502	nD	3
vOTU_5919	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.8706 +/-0.9108	nD	nD	1
vOTU_5920	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0268 +/-0	nD	nD	0.0052 +/-0.0038	nD	nD	nD	0.0184 +/-0.0103	nD	nD	3
vOTU_5921	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0204 +/-0.0257	nD	nD	1
vOTU_5922	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3.741 +/-8.2328	nD	nD	nD	nD	nD	nD	0.003 +/-0	nD	nD	nD	2
vOTU_5923	nD	nD	0.2272 +/-0.1425	nD	nD	nD	nD	nD	nD	nD	3.3149 +/-4.914	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5924	nD	nD	nD	nD	nD	0.0501 +/-0.0493	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5925	nD	0.0412 +/-0.036	0.0463 +/-0.0552	nD	nD	0.0079 +/-0.0065	0.0186 +/-0.0227	0.0627 +/-0.0686	0.0333 +/-0.0159	0.0493 +/-0.0447	nD	0.0215 +/-0.0126	0.0047 +/-0.0037	nD	0.001 +/-0	0.0647 +/-0.1224	nD	nD	0.0401 +/-0.0543	0.0061 +/-0.0055	nD	13
vOTU_5926	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3111 +/-0.5068	nD	nD	1
vOTU_5927	nD	nD	nD	0.0164 +/-0	nD	nD	nD	nD	nD	0.1867 +/-0.2066	nD	nD	0.0033 +/-8e-04	nD	nD	nD	nD	nD	0.0268 +/-0	nD	nD	4
vOTU_5928	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0667 +/-0.07	nD	nD	nD	1
vOTU_5929	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2973 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5930	nD	nD	nD	nD	nD	0.0026 +/-9e-04	nD	nD	nD	nD	0.0144 +/-0.0119	nD	0.0012 +/-0	nD	nD	nD	nD	nD	0.0045 +/-0	0.0061 +/-0.0012	nD	5
vOTU_5931	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1058 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_5932	nD	nD	nD	nD	0.1344 +/-0.0419	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5933	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0691 +/-0.0832	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5934	nD	nD	nD	0.0097 +/-0	nD	nD	nD	nD	nD	0.1427 +/-0.1621	nD	nD	0.0059 +/-0.0015	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_5935	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1109 +/-0.1492	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5936	nD	nD	nD	nD	nD	nD	nD	0.051 +/-0.0511	0.0743 +/-0.0713	nD	nD	nD	nD	nD	nD	0.0086 +/-0.0041	nD	nD	0.0328 +/-0.0227	nD	0.0081 +/-0	5
vOTU_5937	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0131 +/-0.0065	1
vOTU_5938	nD	0.0207 +/-0.0087	0.0533 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.025 +/-0.0368	nD	nD	3
vOTU_5939	nD	0.004 +/-4e-04	nD	nD	nD	nD	0.0083 +/-0.0038	nD	nD	nD	nD	nD	0.0024 +/-0.0011	0.0087 +/-0.0028	0.0022 +/-0.0022	nD	nD	nD	0.0046 +/-0.0036	nD	nD	6
vOTU_5940	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0231 +/-0.0212	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5941	nD	nD	nD	nD	nD	nD	nD	0.0174 +/-0.011	nD	nD	nD	nD	nD	nD	0.0017 +/-0	0.0072 +/-0	nD	0.0659 +/-0	0.0083 +/-0.0055	nD	nD	5
vOTU_5942	nD	nD	nD	nD	0.0777 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5943	nD	nD	nD	nD	0.014 +/-0.0182	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5944	nD	nD	nD	nD	nD	nD	nD	0.48 +/-0	nD	nD	nD	nD	nD	nD	0.0083 +/-0	nD	nD	nD	nD	nD	nD	2
vOTU_5945	nD	nD	nD	nD	0.0076 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0027 +/-0	nD	nD	nD	0.0392 +/-0.0298	3
vOTU_5946	nD	nD	nD	nD	nD	0.0447 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5947	nD	nD	nD	nD	nD	nD	0.0131 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0086 +/-0.0052	nD	nD	2
vOTU_5948	nD	nD	nD	nD	nD	nD	0.1071 +/-0.0782	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0826 +/-0.07	nD	nD	2
vOTU_5949	nD	nD	nD	nD	nD	nD	nD	nD	0.0236 +/-0.0244	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5950	nD	nD	nD	nD	0.0089 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0093 +/-0.0053	2
vOTU_5951	1.3645 +/-0	0.4634 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5952	nD	nD	nD	nD	nD	nD	nD	nD	0.3701 +/-0.387	nD	nD	0.0377 +/-0.0428	0.0032 +/-0.0015	nD	nD	nD	nD	nD	nD	nD	0.0045 +/-0	4
vOTU_5953	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0136 +/-0.0149	nD	nD	nD	nD	nD	nD	nD	nD	0.0061 +/-0.0032	2
vOTU_5954	nD	nD	nD	nD	nD	nD	nD	0.0068 +/-0	nD	nD	nD	nD	nD	nD	0.0205 +/-0.026	nD	nD	nD	nD	0.0042 +/-0	nD	3
vOTU_5955	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0045 +/-0	nD	0.0195 +/-0.0271	nD	2
vOTU_5956	nD	nD	nD	nD	nD	nD	nD	0.0738 +/-0.0564	nD	nD	0.0714 +/-0.0729	nD	nD	nD	nD	nD	nD	nD	nD	0.215 +/-0.2609	nD	3
vOTU_5957	nD	0.0714 +/-0.1143	nD	nD	0.0152 +/-0.0067	0.003 +/-0	0.4945 +/-0.471	0.2009 +/-0.365	0.0059 +/-2e-04	nD	nD	0.0247 +/-0.0135	nD	0.0149 +/-0.0114	0.0012 +/-0	nD	0.0127 +/-0.0089	nD	nD	0.0033 +/-0.0033	0.0128 +/-0.0082	12
vOTU_5958	nD	0.0174 +/-0.006	nD	nD	nD	0.0026 +/-0.0024	nD	nD	0.0046 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0248 +/-0.0319	nD	0.0148 +/-0	0.0068 +/-0.0106	0.0268 +/-0.0325	7
vOTU_5959	nD	0.0155 +/-0.0154	nD	nD	nD	nD	0.0104 +/-0.0058	0.0071 +/-0.0029	0.0047 +/-0	nD	nD	0.0069 +/-0	nD	nD	nD	nD	nD	0.0044 +/-0	nD	nD	nD	6
vOTU_5960	nD	nD	nD	nD	0.0803 +/-0.0682	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
