vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_4150	nD	nD	0.0075 +/-0	nD	0.0098 +/-0.0083	0.003 +/-0.002	0.0108 +/-0.0025	0.0236 +/-0.0236	0.0157 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.001 +/-0	nD	7
vOTU_4151	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0355 +/-0.022	nD	nD	nD	nD	nD	1
vOTU_4152	nD	nD	nD	nD	nD	nD	nD	0.1255 +/-0.0856	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4153	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0326 +/-0.0361	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4154	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0475 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4155	nD	nD	nD	nD	nD	nD	nD	nD	0.0194 +/-0.0118	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4156	nD	nD	nD	nD	nD	nD	1.6873 +/-1.2614	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4157	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0079 +/-0.0025	nD	nD	nD	nD	nD	1
vOTU_4159	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0021 +/-0	nD	nD	nD	nD	1
vOTU_4160	nD	nD	nD	nD	nD	nD	0.0266 +/-0.0212	0.0058 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4161	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2.8433 +/-1.8317	nD	1
vOTU_4162	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0034 +/-0	0.0024 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4163	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.478 +/-0.9669	nD	1
vOTU_4164	nD	0.1576 +/-0.1413	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4165	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0111 +/-0.011	nD	nD	nD	nD	nD	1
vOTU_4166	0.0472 +/-0.0422	0.0199 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4167	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3812 +/-0.3716	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4168	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4169	nD	nD	nD	0.0057 +/-0	nD	nD	0.0145 +/-0	nD	0.0137 +/-0.0097	nD	nD	nD	nD	nD	nD	0.0279 +/-0	nD	nD	nD	nD	nD	4
vOTU_4170	nD	0.0187 +/-0	nD	nD	nD	nD	nD	nD	0.0209 +/-0	nD	0.0501 +/-0	0.0158 +/-0	nD	nD	0.007 +/-0	nD	nD	nD	nD	0.036 +/-0	nD	6
vOTU_4171	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0194 +/-0.0229	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4172	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0075 +/-0	nD	nD	0.0041 +/-0	nD	nD	nD	nD	2
vOTU_4173	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.828 +/-1.1733	nD	nD	nD	1
vOTU_4174	nD	nD	nD	nD	nD	nD	1.5018 +/-1.1179	nD	nD	nD	nD	nD	0.7515 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4175	nD	nD	nD	nD	nD	nD	nD	nD	0.0403 +/-0.0435	nD	0.0327 +/-0	0.0409 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0107 +/-0	nD	4
vOTU_4176	nD	nD	nD	nD	nD	nD	nD	nD	0.0538 +/-0	nD	nD	0.0133 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4177	nD	nD	nD	nD	nD	nD	0.3516 +/-0.2137	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4178	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0039 +/-4e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4179	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0243 +/-0.0194	0.0257 +/-0.0162	2
vOTU_4180	nD	nD	nD	nD	nD	nD	nD	2.7947 +/-1.9875	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4181	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0243 +/-0.0176	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4182	nD	nD	nD	nD	nD	nD	0.0168 +/-0.0129	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4183	nD	nD	0.0472 +/-0.0477	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4184	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0095 +/-0.0034	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4185	nD	nD	nD	nD	nD	nD	nD	nD	0.1048 +/-0	nD	nD	nD	nD	nD	nD	0.0199 +/-0.0257	nD	nD	nD	nD	nD	2
vOTU_4187	nD	nD	nD	nD	nD	nD	nD	nD	0.0352 +/-0.0227	nD	0.051 +/-0	0.0132 +/-0.0103	nD	nD	nD	nD	nD	nD	nD	0.0153 +/-0	nD	4
vOTU_4189	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.016 +/-0.0098	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4190	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0369 +/-0.0081	nD	nD	nD	nD	nD	nD	nD	0.0113 +/-0	nD	nD	nD	2
vOTU_4191	nD	nD	0.0345 +/-0.0299	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.121 +/-0.1604	nD	nD	nD	0.0063 +/-4e-04	nD	3
vOTU_4192	nD	nD	nD	nD	nD	nD	0.0807 +/-0.0462	nD	0.0226 +/-0.0153	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0248 +/-0.0135	nD	0.012 +/-0	4
vOTU_4193	nD	nD	nD	nD	0.0049 +/-0	nD	nD	0.102 +/-0.1977	nD	nD	nD	nD	nD	nD	nD	nD	0.0032 +/-5e-04	nD	nD	nD	nD	3
vOTU_4194	nD	nD	nD	nD	nD	nD	0.9662 +/-0.7259	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4195	nD	nD	nD	0.0273 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4196	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.032 +/-0.0353	nD	1
vOTU_4197	nD	nD	nD	nD	nD	0.0021 +/-7e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0.0039	nD	nD	nD	nD	nD	2
vOTU_4198	nD	nD	nD	nD	nD	nD	0.0181 +/-0.0083	0.0062 +/-0.0034	0.0147 +/-0.0112	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	0.0011 +/-0	nD	nD	5
vOTU_4199	0.1067 +/-0.1668	nD	nD	nD	nD	0.0012 +/-6e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0089 +/-0	nD	nD	3
vOTU_4200	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4201	nD	nD	nD	nD	nD	nD	nD	nD	0.0878 +/-0.1035	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4202	nD	nD	nD	nD	0.0107 +/-0.0065	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4203	nD	nD	nD	nD	0.0051 +/-0.0016	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4204	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0165 +/-0.0178	nD	nD	nD	1
vOTU_4205	nD	nD	nD	nD	nD	nD	0.0054 +/-0.002	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4206	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.004 +/-0.0028	1
vOTU_4207	nD	nD	nD	nD	nD	nD	nD	0.0331 +/-0.0166	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4208	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0195 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4209	nD	0.0114 +/-0	nD	nD	nD	0.0029 +/-0.001	0.0491 +/-0.0506	0.0296 +/-0.003	0.1576 +/-0.1108	nD	nD	nD	nD	nD	nD	0.0369 +/-0.04	nD	nD	0.0098 +/-0.0072	nD	0.0033 +/-0	8
vOTU_4210	nD	nD	0.0306 +/-0.0264	0.0248 +/-0	nD	nD	nD	0.0158 +/-0.0013	0.0846 +/-0.1194	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4211	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0476 +/-0.0373	nD	1
vOTU_4212	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0151 +/-0.0111	nD	1
vOTU_4213	nD	nD	nD	nD	nD	nD	nD	0.0553 +/-0	nD	nD	nD	nD	nD	nD	0.0143 +/-0	nD	nD	nD	nD	nD	nD	2
vOTU_4214	nD	nD	nD	nD	nD	nD	nD	nD	0.0938 +/-0.0392	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4215	0.0194 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4216	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0057 +/-0.002	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4217	nD	0.0206 +/-0.0132	nD	nD	nD	nD	nD	nD	nD	0.0555 +/-0	0.192 +/-0.2313	0.1617 +/-0.2478	nD	0.0772 +/-0	nD	0.0932 +/-0.1515	nD	nD	nD	nD	nD	6
vOTU_4218	0.0166 +/-0	nD	nD	nD	0.026 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4219	nD	nD	nD	0.0282 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4221	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0088 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4222	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0089 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4223	nD	nD	nD	0.006 +/-0.0051	nD	nD	0.052 +/-0.0279	0.1669 +/-0.1351	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0028 +/-0	4
vOTU_4224	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.017 +/-0	nD	nD	nD	nD	1
vOTU_4225	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0063 +/-0.0022	nD	nD	nD	nD	1
vOTU_4226	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0057 +/-0	0.0177 +/-0.0221	nD	2
vOTU_4227	nD	0.0166 +/-0.0083	nD	nD	nD	nD	0.0126 +/-0.0124	0.0086 +/-0.009	0.1038 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0034 +/-0	nD	5
vOTU_4228	nD	nD	nD	nD	nD	nD	nD	nD	0.0105 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4229	nD	nD	nD	nD	nD	nD	nD	nD	0.1022 +/-0	nD	0.0387 +/-0	0.032 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4230	nD	nD	nD	0.144 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0827 +/-0.0965	nD	nD	nD	0.3063 +/-0.2022	nD	1.1709 +/-1.3829	0.0029 +/-8e-04	nD	nD	5
vOTU_4232	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0042 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4233	nD	nD	0.0094 +/-0	nD	nD	nD	nD	nD	nD	0.0119 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0052 +/-0	0.0058 +/-0	nD	4
vOTU_4234	nD	nD	nD	nD	nD	nD	nD	nD	0.0446 +/-0	0.0047 +/-0	nD	0.0199 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4235	0.019 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4236	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1966 +/-0.1742	nD	nD	nD	nD	nD	1
vOTU_4237	nD	8.2137 +/-9.5711	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4238	0.0162 +/-0.0065	nD	0.0077 +/-0	0.0084 +/-0.0103	0.0263 +/-0	0.0104 +/-0.008	0.0095 +/-0.0097	0.0286 +/-0.0269	0.0143 +/-0.0073	0.0462 +/-0.0419	0.0033 +/-9e-04	0.0364 +/-0.047	nD	0.0175 +/-0	nD	0.0086 +/-0.0055	0.0105 +/-0	0.094 +/-0.1215	0.0044 +/-0	0.0011 +/-0	0.0014 +/-0	18
vOTU_4239	nD	nD	nD	nD	nD	nD	nD	nD	0.0849 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4241	nD	nD	0.0085 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4242	nD	nD	nD	nD	nD	nD	nD	nD	0.0156 +/-0.0154	0.0065 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4243	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1375 +/-0.1864	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4244	nD	nD	nD	nD	nD	nD	nD	nD	0.0173 +/-0.0149	nD	nD	nD	0.0023 +/-0.0015	nD	nD	nD	0.0027 +/-0.0015	nD	nD	nD	nD	3
vOTU_4245	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0019 +/-0	1
vOTU_4246	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0011 +/-0	nD	1
vOTU_4247	nD	nD	0.0426 +/-0	nD	nD	nD	nD	0.0093 +/-0	0.0756 +/-0.113	nD	nD	nD	nD	nD	nD	0.053 +/-0.07	nD	nD	nD	nD	nD	4
vOTU_4248	nD	nD	nD	nD	nD	nD	nD	nD	0.0305 +/-0.0401	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4249	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0079 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4250	nD	nD	nD	nD	nD	nD	nD	nD	0.0136 +/-0.0047	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4251	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.005 +/-0	nD	nD	nD	nD	1
vOTU_4252	nD	0.0113 +/-0.004	nD	0.0116 +/-0.0015	nD	nD	nD	0.0417 +/-0.0583	nD	0.0808 +/-0.049	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4253	nD	nD	nD	nD	nD	nD	nD	nD	0.028 +/-0.0191	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0017 +/-0	2
vOTU_4254	nD	nD	0.0971 +/-0.1087	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4255	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.8413 +/-0.3684	0.2207 +/-0.1283	nD	nD	0.1098 +/-0.1505	nD	3
vOTU_4256	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0046 +/-0.0029	1
vOTU_4257	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.5602 +/-1.776	nD	nD	nD	nD	nD	1
vOTU_4258	nD	nD	0.0483 +/-0	nD	nD	nD	nD	nD	0.1081 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4259	nD	nD	nD	nD	nD	nD	0.0207 +/-0.0102	0.0233 +/-0.0127	0.0212 +/-0.0055	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4260	nD	nD	nD	nD	0.006 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4261	nD	nD	0.0366 +/-0.0111	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4262	nD	nD	nD	nD	0.0167 +/-0	nD	nD	nD	0.0298 +/-0.0266	nD	0.0566 +/-0	0.0397 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4263	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.028 +/-0.0353	nD	nD	nD	nD	nD	1
vOTU_4264	nD	nD	nD	0.0026 +/-0.0022	nD	0.0015 +/-0	0.0118 +/-0.0032	0.0072 +/-0	0.0095 +/-0.005	0.0069 +/-0.0046	nD	0.0228 +/-0.02	nD	0.0035 +/-0.0013	nD	0.0037 +/-0.0017	nD	0.0089 +/-0.0056	nD	nD	nD	10
vOTU_4265	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0283 +/-0.0365	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4266	nD	nD	nD	nD	nD	nD	0.0291 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4268	nD	nD	0.0064 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4269	nD	nD	nD	nD	nD	nD	0.1379 +/-0.0161	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4270	nD	nD	nD	0.0028 +/-0	nD	nD	0.1273 +/-0	nD	0.0649 +/-0.0622	nD	0.0531 +/-0	0.0278 +/-0	nD	nD	0.0077 +/-0	nD	nD	nD	0.0048 +/-0	0.0236 +/-0	nD	8
vOTU_4271	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0053 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4272	nD	nD	nD	nD	nD	nD	nD	nD	0.0616 +/-0.0322	nD	0.0287 +/-0	0.0148 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4273	nD	nD	nD	nD	nD	nD	0.0068 +/-0.0037	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4275	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.9329 +/-0.7039	1
vOTU_4276	nD	nD	nD	0.0022 +/-0	nD	nD	nD	nD	0.0855 +/-0.0896	nD	0.0247 +/-0	0.0223 +/-0	nD	nD	0.0019 +/-0	nD	nD	nD	nD	0.03 +/-0	nD	6
vOTU_4277	nD	nD	nD	nD	nD	nD	0.2858 +/-0	nD	0.0961 +/-0.1014	nD	0.0583 +/-0	0.031 +/-0.0291	nD	nD	nD	nD	nD	nD	nD	0.0136 +/-0	nD	5
vOTU_4278	nD	nD	nD	nD	nD	nD	nD	nD	0.959 +/-0.8347	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4279	nD	nD	0.0174 +/-0.001	nD	nD	nD	nD	nD	0.1147 +/-0.222	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4281	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.6444 +/-0.536	1
vOTU_4282	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0732 +/-0	nD	0.013 +/-0.0084	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4283	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0263 +/-0	nD	nD	nD	1
vOTU_4284	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0066 +/-0.0022	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4285	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0107 +/-0	nD	nD	1
vOTU_4287	nD	nD	0.0377 +/-0.0228	0.0293 +/-0	nD	nD	nD	0.0233 +/-0	0.0665 +/-0.051	0.0361 +/-0.0228	0.0346 +/-0	0.0096 +/-0.0017	nD	nD	0.0015 +/-8e-04	0.3146 +/-0.4487	nD	nD	nD	nD	nD	9
vOTU_4288	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0142 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4289	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0344 +/-0.0522	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4290	nD	0.0032 +/-0	nD	nD	nD	nD	0.0084 +/-0.0014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4291	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0013 +/-0	nD	nD	nD	0.0127 +/-0.0101	nD	nD	2
vOTU_4292	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0062 +/-0.0068	nD	1
vOTU_4293	nD	nD	nD	0.1654 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4294	nD	nD	nD	nD	0.065 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4295	nD	nD	0.5993 +/-0.8365	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4296	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0101 +/-0.0052	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4297	0.0263 +/-0.0082	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4298	nD	nD	nD	nD	nD	0.0023 +/-7e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4299	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-7e-04	nD	nD	1
vOTU_4300	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0049 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4301	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.024 +/-0	nD	nD	nD	nD	nD	1
vOTU_4302	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0042 +/-0	nD	nD	nD	nD	nD	1
vOTU_4303	nD	nD	nD	nD	nD	nD	nD	0.0175 +/-0.019	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4304	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0134 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4305	nD	nD	nD	nD	nD	nD	nD	0.003 +/-0	nD	nD	nD	nD	nD	nD	8e-04 +/-0	nD	nD	nD	nD	nD	nD	2
vOTU_4306	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.4817 +/-0.5355	nD	1
vOTU_4307	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0034 +/-1e-04	nD	nD	1
vOTU_4308	nD	nD	nD	nD	nD	nD	nD	0.1138 +/-0.1712	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4309	nD	nD	nD	nD	nD	nD	nD	nD	0.0103 +/-0.0043	nD	nD	nD	nD	nD	nD	0.0048 +/-0	nD	nD	nD	nD	0.0016 +/-0	3
vOTU_4310	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0071 +/-0.0049	nD	nD	nD	1
vOTU_4311	nD	nD	0.0085 +/-0	nD	0.0122 +/-0.0099	0.0022 +/-0.0012	0.0131 +/-0.0075	0.0166 +/-0.0212	0.011 +/-0.0095	nD	nD	nD	0.0021 +/-0	0.0049 +/-6e-04	0.0044 +/-0	0.0036 +/-0	nD	nD	nD	0.0022 +/-0.0013	nD	11
